batter,embedding_index,n_pitches,swing_rate,stand,whiff_rate,contact_rate,chase_rate,zone_swing_rate,ev_mean,ev_p90,la_mean,bat_speed_mean,pull_rate,woba_level,prior_pa_L,prior_pa_R,n_pa_L,n_pa_R,log_prior_pa,stratum,obs_platoon_diff
405395,20,14459,0.46635313645480325,R,0.1706955361115231,0.8293044638884769,0.3172975814931651,0.6318785578747628,90.0007402422611,105.1,13.513286242852338,,0.4898590580955655,0.31660663129973476,1109.0,2661.0,1109.0,2661.0,8.235095497258357,high,0.030437033407442582
407781,21,2467,0.5962707742197001,R,0.29231815091774305,0.707681849082257,0.4159090909090909,0.8038360941586749,86.45397196261683,102.66,13.032710280373832,,0.417607223476298,0.3189776119402985,181.0,489.0,181.0,489.0,6.508769136971682,medium,0.05657746669830188
407793,22,653,0.4609494640122512,R,0.3289036544850499,0.6710963455149501,0.3184931506849315,0.5761772853185596,85.65051546391753,100.46000000000001,1.958762886597938,,0.3157894736842105,0.13698395721925133,48.0,139.0,48.0,139.0,5.236441962829949,low,-0.02234442446043164
407812,23,4624,0.46842560553633217,R,0.22945521698984306,0.7705447830101569,0.274079874706343,0.7082125603864734,91.31080050825922,108.03999999999999,9.7712833545108,,0.35883905013192613,0.33585870479394453,342.0,847.0,342.0,847.0,7.081708586105575,medium,0.020729627098048153
407822,24,342,0.564327485380117,L,0.2953367875647669,0.7046632124352331,0.49444444444444446,0.6419753086419753,78.758,95.77000000000001,-9.04,,0.3404255319148936,0.05506249999999999,8.0,40.0,8.0,40.0,3.8918202981106265,low,-0.066075
407862,25,84,0.5357142857142857,R,0.0888888888888889,0.9111111111111111,0.34210526315789475,0.6956521739130435,88.675,101.75,16.5,,0.1875,0.22908333333333333,6.0,18.0,6.0,18.0,3.2188758248682006,low,-0.02633333333333332
407893,26,3593,0.4269412747008071,L,0.20730117340286836,0.7926988265971316,0.23716632443531827,0.6516717325227963,89.00256410256411,103.6,14.294017094017095,,0.574757281553398,0.33509742441209406,277.0,616.0,277.0,616.0,6.795705775173514,medium,0.013402884570303308
408042,27,4,0.5,R,0.0,1.0,0.5,0.5,64.75,77.42999999999999,42.5,,0.0,0.0,0.0,2.0,0.0,2.0,1.0986122886681098,low,
408045,28,9926,0.3698367922627443,L,0.135930264233179,0.864069735766821,0.21444244963095951,0.5283940565845715,90.24958920187792,102.9,4.715962441314554,,0.3644578313253012,0.326108085106383,622.0,1728.0,622.0,1728.0,7.762596048540069,high,0.016680704418244596
408047,29,1473,0.539714867617108,L,0.20880503144654083,0.7911949685534592,0.3602409638554217,0.7713841368584758,89.51597222222222,103.75,9.54861111111111,,0.425531914893617,0.3299571788413098,77.0,320.0,77.0,320.0,5.986452005284438,low,-0.02262605519480515
408234,30,15093,0.48631816073676537,R,0.22861035422343323,0.7713896457765668,0.3015479876160991,0.6989170703904246,91.71941818181818,106.5,10.491272727272728,66.68419354838709,0.3649253731343284,0.33666116332232665,925.0,3012.0,925.0,3012.0,8.278428259199071,high,0.0395754965722695
408236,31,6430,0.4959564541213064,L,0.20884289746001883,0.7911571025399812,0.3152831225948323,0.7313753581661891,88.34987834549878,102.3,12.211678832116789,,0.44472152950955945,0.3280023668639053,434.0,1256.0,434.0,1256.0,7.43307534889858,medium,0.054572019284393425
408242,32,58,0.4827586206896552,R,0.3214285714285714,0.6785714285714286,0.38235294117647056,0.625,75.7375,92.13,-1.125,,0.6666666666666666,0.1965714285714286,4.0,10.0,4.0,10.0,2.70805020110221,low,-0.2752
408252,33,6434,0.5582841156356855,R,0.18318485523385297,0.816815144766147,0.3831497469484966,0.7495934959349594,85.70026755852842,100.56000000000002,9.6561872909699,,0.3454172366621067,0.31418107221006564,425.0,1403.0,425.0,1403.0,7.511524648390866,medium,-0.024255679007169517
408299,34,2065,0.47360774818401935,R,0.2024539877300614,0.7975460122699386,0.33762376237623765,0.6037914691943128,84.54851063829788,98.8,14.108510638297872,,0.4340425531914894,0.24317666666666668,164.0,436.0,164.0,436.0,6.398594934535208,medium,0.004103490713806224
408307,35,996,0.5190763052208835,L,0.20309477756286265,0.7969052224371374,0.34814814814814815,0.7214912280701754,88.64320388349515,103.1,6.766990291262136,,0.41545893719806765,0.2746642599277978,41.0,236.0,41.0,236.0,5.627621113690637,low,0.04540998346424138
408314,36,5839,0.4648056174002398,L,0.16433308769344146,0.8356669123065585,0.31148065238247524,0.6415929203539823,84.70090759075907,100.39000000000001,14.802805280528053,,0.46954314720812185,0.3025075376884422,406.0,1186.0,406.0,1186.0,7.373374309910049,medium,-0.052641507239634844
421685,37,169,0.5266272189349113,R,0.3258426966292135,0.6741573033707865,0.3372093023255814,0.7228915662650602,83.84615384615384,99.4,-10.846153846153847,,0.2962962962962963,0.16551020408163264,16.0,33.0,16.0,33.0,3.912023005428146,low,-0.08223863636363635
424325,38,1534,0.470013037809648,R,0.3162274618585298,0.6837725381414702,0.24935064935064935,0.6924083769633508,87.49086538461538,101.49000000000001,17.048076923076923,,0.4416243654822335,0.27625,112.0,256.0,112.0,256.0,5.910796644040527,low,0.03894084821428567
424825,39,2409,0.42092154420921546,L,0.18145956607495073,0.8185404339250493,0.23860811930405965,0.6039933444259568,85.13420479302832,99.22,13.586056644880175,,0.5043103448275862,0.28331854199683043,151.0,480.0,151.0,480.0,6.448889394146858,medium,0.026318653421633476
425496,40,104,0.4807692307692308,R,0.19999999999999996,0.8,0.15,0.6875,89.39375,99.80000000000001,7.5,,0.5,0.15292000000000003,16.0,9.0,16.0,9.0,3.258096538021482,low,-0.11887499999999998
425509,41,3854,0.48832381940840686,R,0.20403825717322,0.79596174282678,0.2822384428223844,0.7237354085603113,87.87297668038408,102.42000000000002,13.37997256515775,,0.42935528120713307,0.31171442786069653,284.0,721.0,284.0,721.0,6.913737350659685,medium,-0.04987550057627321
425543,42,134,0.6194029850746269,R,0.3373493975903614,0.6626506024096386,0.36666666666666664,0.8243243243243243,81.99130434782609,97.32000000000001,18.695652173913043,,0.4,0.328325,14.0,26.0,14.0,26.0,3.713572066704308,low,0.02015934065934072
425549,43,842,0.5427553444180523,R,0.21663019693654262,0.7833698030634574,0.3829787234042553,0.7040572792362768,83.7095890410959,98.0,20.636986301369863,,0.3931034482758621,0.2747534246575342,105.0,114.0,105.0,114.0,5.393627546352362,low,0.026929323308270636
425557,44,315,0.4507936507936508,R,0.2535211267605634,0.7464788732394366,0.27647058823529413,0.6551724137931034,85.6872340425532,102.8,2.7872340425531914,,0.46808510638297873,0.29235,59.0,21.0,59.0,21.0,4.394449154672439,low,0.08015173527037936
425560,45,1901,0.43082588111520254,L,0.2503052503052503,0.7496947496947497,0.2618110236220472,0.6248587570621469,89.57508650519031,102.76,13.176470588235293,,0.5076335877862596,0.2831136363636364,94.0,390.0,94.0,390.0,6.184148890937483,low,0.1369707037643208
425567,46,1530,0.4725490196078431,R,0.16874135546334712,0.8312586445366529,0.28608923884514437,0.6575520833333334,88.24203821656052,103.17,15.187898089171975,,0.4200626959247649,0.2789416058394161,116.0,295.0,116.0,295.0,6.021023349349527,medium,-0.037811835184102915
425664,47,766,0.3981723237597911,R,0.18688524590163935,0.8131147540983606,0.28116710875331563,0.5115681233933161,83.44265734265734,98.14,16.986013986013987,,0.40145985401459855,0.27063,123.0,77.0,123.0,77.0,5.303304908059076,low,0.07987562031464471
425766,48,2545,0.49390962671905697,L,0.11376292760540974,0.8862370723945903,0.30168776371308015,0.7373107747105966,86.41500789889415,100.7,12.5086887835703,,0.44516129032258067,0.29803355704697987,144.0,601.0,144.0,601.0,6.61472560020376,medium,0.07640616333887967
425772,49,3654,0.49261083743842365,R,0.3161111111111111,0.6838888888888889,0.28742174160500855,0.6826568265682657,87.13786078098471,102.5,15.134125636672326,,0.4293193717277487,0.23120927835051547,276.0,694.0,276.0,694.0,6.878326468291325,medium,0.03251786534686546
425783,50,11875,0.41178947368421054,L,0.24703476482617592,0.7529652351738241,0.21253897915640899,0.6217571774472501,90.321412803532,104.7,8.020971302428256,,0.46912181303116146,0.3502431880108992,884.0,2052.0,884.0,2052.0,7.98514393119862,high,0.0497234747250227
425784,51,3525,0.5387234042553192,R,0.30173775671406,0.69826224328594,0.36353276353276354,0.7124293785310735,86.86677908937605,103.58,14.838111298482293,,0.42287694974003465,0.2675787234042553,273.0,667.0,273.0,667.0,6.846943139585379,medium,0.01915716866841305
425794,52,860,0.5569767441860465,R,0.3465553235908142,0.6534446764091858,0.3905882352941176,0.7195402298850575,85.85683453237411,103.6,10.618705035971223,66.28,0.5367647058823529,0.2268227272727273,63.0,157.0,63.0,157.0,5.3981627015177525,low,-0.03647386512991607
425796,53,2422,0.5631709331131296,R,0.27052785923753664,0.7294721407624634,0.4397003745318352,0.7148114075436982,87.94978540772532,103.2,11.51931330472103,,0.41501103752759383,0.29923994038748136,283.0,388.0,283.0,388.0,6.51025834052315,medium,-0.010827902444355386
425834,54,2890,0.4972318339100346,R,0.3180236604036186,0.6819763395963814,0.2672476397966594,0.7065432914738929,88.44535864978903,103.5,9.962025316455696,,0.41228070175438597,0.30570394736842105,218.0,542.0,218.0,542.0,6.634633357861686,medium,0.07516342801042691
425835,55,1,1.0,R,0.0,1.0,,1.0,101.4,101.4,22.0,,0.0,1.256,1.0,0.0,1.0,0.0,0.6931471805599453,low,
425844,56,1096,0.5282846715328468,R,0.23488773747841107,0.7651122625215889,0.36007827788649704,0.6752136752136753,87.81524663677129,102.74,9.32286995515695,,0.3923444976076555,0.2567741935483871,95.0,215.0,95.0,215.0,5.739792912179234,low,0.1012558139534884
425877,57,12574,0.5449339907746142,R,0.17323409223584352,0.8267659077641565,0.36287783375314864,0.7307939569270331,87.23982078853047,100.6,13.253405017921146,,0.4239852398523985,0.3041510729613734,794.0,2701.0,794.0,2701.0,8.159374736775426,high,0.027652473148763845
425900,58,2078,0.4403272377285852,L,0.21092896174863385,0.7890710382513662,0.26609848484848486,0.6203522504892368,85.80650406504064,99.92,16.319783197831978,,0.4634146341463415,0.27174760994263863,141.0,382.0,141.0,382.0,6.261491684321042,medium,-0.05343011770821732
425902,59,3849,0.46843335931410757,L,0.2046589018302829,0.7953410981697171,0.31546300398759414,0.6853015075376885,90.19923664122138,106.7,10.416030534351146,,0.422680412371134,0.3308177480916031,384.0,664.0,384.0,664.0,6.955592608396297,medium,0.06035821410642572
429664,60,10994,0.514371475350191,L,0.17294429708222814,0.8270557029177719,0.33508474576271186,0.7220259128386337,90.74795789473684,106.4,7.877473684210527,,0.4386422976501306,0.3394013694163678,1013.0,2054.0,1013.0,2054.0,8.028781162487148,high,0.04559383227391528
429665,61,13406,0.4342831567954647,R,0.23617313637925108,0.7638268636207489,0.23347517730496453,0.657016991818754,89.77219327333017,106.3,17.934154429180484,,0.49483521888834237,0.36457777087860915,793.0,2428.0,793.0,2428.0,8.07775756373692,high,-0.0008501192477007868
429666,62,4601,0.38274288198217776,R,0.15616127200454288,0.8438387279954571,0.24790697674418605,0.5010199918400653,88.31087962962964,103.07000000000001,10.54050925925926,,0.44761904761904764,0.27108435852372587,328.0,810.0,328.0,810.0,7.037905963447182,medium,-0.012814363143631435
429667,63,3266,0.5483772198407838,L,0.3137911781127861,0.6862088218872139,0.37554112554112556,0.7736248236953456,91.57974217311235,104.7,15.613259668508288,,0.525328330206379,0.3034686046511628,142.0,718.0,142.0,718.0,6.7580945044277305,medium,0.15026585978265136
429711,64,2351,0.4236495108464483,R,0.30220883534136544,0.6977911646586346,0.26151315789473684,0.5973568281938326,90.95804416403786,105.54,9.517350157728707,,0.4603174603174603,0.3565430711610487,376.0,158.0,376.0,158.0,6.282266746896006,medium,0.0647887153245354
429713,65,1061,0.49198868991517436,L,0.18582375478927204,0.814176245210728,0.30178571428571427,0.7045908183632734,89.19004739336492,100.9,12.33175355450237,,0.4690721649484536,0.30217567567567566,21.0,275.0,21.0,275.0,5.6937321388027,low,-0.13281870129870127
429717,66,195,0.4512820512820513,R,0.19318181818181823,0.8068181818181818,0.24705882352941178,0.6090909090909091,83.26451612903226,96.0,-2.6129032258064515,,0.36666666666666664,0.16538181818181819,13.0,42.0,13.0,42.0,4.02535169073515,low,-0.14736813186813189
429780,67,50,0.48,L,0.5,0.5,0.19047619047619047,0.6896551724137931,83.73333333333333,88.5,4.333333333333333,,0.6666666666666666,0.0,0.0,3.0,0.0,3.0,1.3862943611198906,low,
430001,68,1704,0.4242957746478873,R,0.3278008298755186,0.6721991701244814,0.21809744779582366,0.6353919239904988,89.3518018018018,106.06,11.324324324324325,,0.3991031390134529,0.30240776699029126,191.0,221.0,191.0,221.0,6.023447592961033,medium,0.07869019923716564
430203,69,1188,0.4511784511784512,L,0.12313432835820892,0.8768656716417911,0.2625607779578606,0.6549912434325744,86.76837606837607,99.9,12.581196581196581,,0.46956521739130436,0.2778354430379747,12.0,304.0,12.0,304.0,5.75890177387728,low,0.21248793859649123
430321,70,605,0.6,R,0.23140495867768596,0.768595041322314,0.3815789473684211,0.8205980066445183,88.06408450704225,102.2,9.443661971830986,,0.32142857142857145,0.27494999999999997,60.0,120.0,60.0,120.0,5.198497031265826,low,0.011350000000000027
430404,71,1063,0.3433678269049859,R,0.28219178082191776,0.7178082191780822,0.17803030303030304,0.5065420560747663,88.0944827586207,103.2,18.420689655172414,,0.5177304964539007,0.2939272030651341,123.0,138.0,123.0,138.0,5.568344503761097,medium,0.09388794627076705
430603,72,111,0.45045045045045046,L,0.09999999999999998,0.9,0.27586206896551724,0.6415094339622641,84.21428571428571,94.6,8.142857142857142,,0.45,0.2024516129032258,2.0,29.0,2.0,29.0,3.4657359027997265,low,0.21641379310344827
430605,73,2172,0.44935543278084716,R,0.26844262295081966,0.7315573770491803,0.22394881170018283,0.6781076066790352,89.48846153846155,104.49000000000001,11.320512820512821,,0.4144736842105263,0.3427686424474187,319.0,204.0,319.0,204.0,6.261491684321042,medium,0.08848311205359882
430611,74,198,0.5505050505050505,R,0.39449541284403666,0.6055045871559633,0.3465346534653465,0.7628865979381443,80.85142857142857,99.3,3.5142857142857142,,0.5555555555555556,0.2505892857142857,29.0,27.0,29.0,27.0,4.04305126783455,low,-0.1678633461047254
430613,75,5,0.4,R,0.0,1.0,0.0,0.6666666666666666,94.7,94.7,16.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.6931471805599453,low,
430637,76,2543,0.467558002359418,L,0.21278385197645078,0.7872161480235492,0.30488694383661563,0.6578498293515358,87.30695652173912,103.9,12.130434782608695,,0.4725274725274725,0.31224886877828056,90.0,573.0,90.0,573.0,6.498282149476434,low,0.013041419429901058
430652,77,834,0.45443645083932854,R,0.1424802110817942,0.8575197889182058,0.2881773399014778,0.6121495327102804,84.56050955414013,98.03999999999999,5.076433121019108,,0.3076923076923077,0.2777061611374408,58.0,153.0,58.0,153.0,5.356586274672012,low,-0.075087784539103
430681,78,104,0.40384615384615385,L,0.1428571428571429,0.8571428571428571,0.14893617021276595,0.6140350877192983,77.08,95.1,14.666666666666666,,0.6,0.1912857142857143,6.0,15.0,6.0,15.0,3.091042453358316,low,-0.14333333333333337
430832,79,9594,0.39243277048155095,R,0.23293492695883133,0.7670650730411687,0.204964126430095,0.6103222898354744,90.59122933141624,106.6,16.77785765636233,,0.48006134969325154,0.34114203539823007,525.0,1735.0,525.0,1735.0,7.72356247227797,high,-0.029045527651982983
430897,80,1049,0.4194470924690181,L,0.24318181818181817,0.7568181818181818,0.21964285714285714,0.6482617586912065,86.80361445783133,100.2,8.391566265060241,,0.5,0.28522779922779923,92.0,167.0,92.0,167.0,5.560681631015528,low,-0.03963290809684983
430910,81,1372,0.4329446064139942,L,0.09932659932659937,0.9006734006734006,0.23717059639389737,0.6497695852534562,85.48585858585858,97.44000000000003,7.5993265993265995,,0.3920265780730897,0.29108201058201055,105.0,273.0,105.0,273.0,5.937536205082426,low,0.04461904761904767
430945,82,10610,0.5765315739868049,R,0.2358999509563512,0.7641000490436488,0.4145758661887694,0.7762576299726374,87.73629597197899,103.5,12.924660534384582,,0.43878954607977994,0.32235034802784224,797.0,2220.0,797.0,2220.0,8.012349639327795,high,-0.030176526275334292
430947,83,5028,0.4970167064439141,L,0.1420568227290916,0.8579431772709084,0.35174953959484345,0.6675313445741461,84.740838650866,97.9,6.699179580674567,,0.4878048780487805,0.27802145328719724,391.0,1054.0,391.0,1054.0,7.27655640271871,medium,0.02707359128784753
430948,84,1053,0.37606837606837606,L,0.09595959595959591,0.9040404040404041,0.23581560283687944,0.5378323108384458,84.1860103626943,97.08,12.476683937823834,,0.44086021505376344,0.270007722007722,43.0,216.0,43.0,216.0,5.560681631015528,low,0.10842786391042203
431094,85,3276,0.4258241758241758,R,0.15412186379928317,0.8458781362007168,0.2328339575530587,0.6105137395459976,87.30883280757098,100.4,15.037854889589905,,0.45686900958466453,0.291487747957993,308.0,549.0,308.0,549.0,6.754604099487962,medium,0.006810576490904385
431145,86,8378,0.38935306755788973,R,0.24003678724708766,0.7599632127529123,0.17268876152504362,0.5885452462772051,89.19966969446739,104.4,9.516928158546655,,0.4061674008810573,0.3206111944027986,473.0,1528.0,473.0,1528.0,7.601901959875166,high,0.012572018584727063
431148,87,165,0.4303030303030303,L,0.3943661971830986,0.6056338028169014,0.32857142857142857,0.5052631578947369,79.77058823529413,93.62,-4.176470588235294,,0.13333333333333333,0.11547727272727272,7.0,37.0,7.0,37.0,3.8066624897703196,low,0.13732432432432432
431151,88,1410,0.4106382978723404,R,0.2590673575129534,0.7409326424870466,0.1972027972027972,0.6302158273381295,90.35515463917527,105.97,17.164948453608247,,0.3473684210526316,0.35049411764705884,85.0,255.0,85.0,255.0,5.831882477283517,low,0.034666666666666734
431171,89,1331,0.4650638617580766,R,0.19547657512116312,0.8045234248788369,0.2627388535031847,0.6458036984352774,88.88812260536398,103.2,5.53639846743295,,0.30859375,0.23812994350282488,87.0,267.0,87.0,267.0,5.872117789475416,low,0.09272814154720393
433217,90,2333,0.5100728675525075,L,0.238655462184874,0.761344537815126,0.31715210355987056,0.7274384685505926,86.97523364485981,101.4,8.686915887850468,,0.45933014354066987,0.3213502454991817,178.0,433.0,178.0,433.0,6.416732282512326,medium,-0.014274606222591302
433584,91,24,0.5833333333333334,R,0.6428571428571428,0.35714285714285715,0.5,0.6666666666666666,77.0,77.0,-40.0,,1.0,0.0,0.0,4.0,0.0,4.0,1.6094379124341003,low,
434158,92,11295,0.37884019477644976,L,0.20588922645477914,0.7941107735452209,0.20340102360904738,0.5817105765559374,88.4682745825603,101.9,18.70686456400742,,0.5083440308087291,0.33334014654839955,508.0,2085.0,508.0,2085.0,7.860956364876389,high,0.05386548650843104
434538,93,359,0.5431754874651811,L,0.28717948717948716,0.7128205128205128,0.41420118343195267,0.6578947368421053,88.24444444444444,105.4,7.031746031746032,,0.3770491803278688,0.17884615384615385,19.0,46.0,19.0,46.0,4.189654742026425,low,0.12167620137299771
434540,94,582,0.49140893470790376,L,0.23076923076923073,0.7692307692307693,0.33653846153846156,0.6703703703703704,88.98846153846154,102.94,12.096153846153847,,0.5476190476190477,0.2693421052631579,25.0,127.0,25.0,127.0,5.030437921392435,low,0.0554166929133858
434563,95,2852,0.3846423562412342,R,0.13491340018231546,0.8650865998176845,0.18763796909492272,0.5639651707970529,86.40628803245437,100.88000000000001,11.028397565922921,,0.3572938689217759,0.28712011577424024,184.0,507.0,184.0,507.0,6.539585955617669,medium,0.09626282051282042
434567,96,1348,0.3983679525222552,R,0.2737430167597765,0.7262569832402235,0.20916030534351146,0.5772005772005772,89.58155339805825,104.3,14.189320388349515,,0.41450777202072536,0.31581818181818183,107.0,234.0,107.0,234.0,5.834810737062605,low,0.06333592938733124
434604,97,1207,0.5020712510356256,R,0.2887788778877888,0.7112211221122112,0.31100478468899523,0.7086206896551724,90.56440677966101,107.3,1.9661016949152543,,0.35260115606936415,0.27730263157894736,92.0,212.0,92.0,212.0,5.720311776607412,low,0.015043478260869603
434628,98,492,0.6199186991869918,R,0.30491803278688523,0.6950819672131148,0.43577981651376146,0.7664233576642335,84.0225806451613,101.5,0.6344086021505376,,0.31521739130434784,0.1998796992481203,21.0,112.0,21.0,112.0,4.897839799950911,low,0.011056547619047619
434636,99,4213,0.4103963921196297,L,0.10641989589358014,0.8935801041064199,0.235266604303087,0.5908433734939759,85.97399267399267,99.42000000000002,11.94017094017094,,0.4245742092457421,0.3016275229357798,338.0,752.0,338.0,752.0,6.994849985833071,medium,-0.010030050044063932
434658,100,5364,0.5091349739000746,R,0.21457341633101423,0.7854265836689858,0.30971128608923887,0.7063403781979978,86.08374628344896,101.4,12.417244796828543,,0.4117647058823529,0.29270307167235493,593.0,872.0,593.0,872.0,7.290292882446597,high,-0.0041843100700836855
434670,101,7052,0.4811401020986954,R,0.21956970232832307,0.7804302976716769,0.2919862470245967,0.6997859981656985,89.97628549501151,108.5,9.72831926323868,,0.40189873417721517,0.32983858695652174,442.0,1398.0,442.0,1398.0,7.518064181233078,medium,0.02058324108778542
434671,102,348,0.49712643678160917,R,0.4624277456647399,0.5375722543352601,0.5068493150684932,0.4900990099009901,76.8175,91.64000000000001,0.3,,0.24324324324324326,0.10038461538461538,11.0,41.0,11.0,41.0,3.970291913552122,low,-0.027006651884700666
434778,103,9945,0.46797385620915033,L,0.23442200257842716,0.7655779974215728,0.30384063173007897,0.6771095357877887,91.97962962962964,106.6,10.186307519640852,,0.4306612053832651,0.3328193343898574,773.0,1751.0,773.0,1751.0,7.83399634170946,high,-0.018730902984286257
435044,104,12,0.5,R,0.33333333333333337,0.6666666666666666,0.25,0.625,85.2,85.2,-29.0,,0.0,0.0,0.0,3.0,0.0,3.0,1.3862943611198906,low,
435062,105,7552,0.4919226694915254,R,0.18546433378196503,0.814535666218035,0.31301790964982623,0.6675413277355025,90.07515110812625,105.22000000000001,4.024848891873741,,0.31510594668489406,0.33924623871614845,590.0,1404.0,590.0,1404.0,7.598399329323964,high,-0.0013607248056400345
435063,106,7092,0.43161308516638464,R,0.2806272459980399,0.7193727540019601,0.23622047244094488,0.6281108597285068,88.86142076502732,105.06,18.693989071038253,,0.47058823529411764,0.3241119496855346,486.0,1104.0,486.0,1104.0,7.372118028337787,high,0.05147322866344606
435064,107,2299,0.5097868638538495,R,0.2525597269624573,0.7474402730375427,0.3280141843971631,0.6848847139197267,82.93256997455471,100.08,12.885496183206106,,0.5347593582887701,0.23815239726027396,144.0,440.0,144.0,440.0,6.371611847231857,medium,-0.009271969696969695
435078,108,212,0.5235849056603774,R,0.18018018018018023,0.8198198198198198,0.42857142857142855,0.616822429906542,79.48333333333333,96.61,10.214285714285714,,0.4222222222222222,0.2091551724137931,36.0,22.0,36.0,22.0,4.07753744390572,low,0.05671212121212124
